femalestar,malestar,femalerasi,malerasi,thinam porutham,kanam porutham,magendhiram porutham,sthirthirgam porutham,yoni porutham,Rasi porutham,rasi adhipathi porutham,vasiyam porutham,raji porutham,vedhai porutham,motha_porutham,target,inputs
visagam 4 padham,aswini,viruchagam,mesam,1,0,1,1,1,0,1,0,1,1,7,1,13457910
visagam 4 padham,bharani,viruchagam,mesam,0,0,0,1,1,0,1,0,1,1,5,0,457910
visagam 4 padham,karthigai 1 padham,viruchagam,mesam,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 4 padham,karthigai 2 3 4 padham,viruchagam,rishabam,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 4 padham,rohini,viruchagam,rishabam,0,0,1,1,1,1,1,0,1,1,7,1,34567910
visagam 4 padham,mirugasirisham 1 2 padham,viruchagam,rishabam,1,0,0,1,1,1,1,0,1,1,7,1,14567910
visagam 4 padham,mirugasirisham 3 4 padham,viruchagam,mithunam,1,0,0,1,1,0,0,0,1,1,5,0,145910
visagam 4 padham,thiruvadhirai,viruchagam,mithunam,1,0,0,1,1,0,0,0,1,1,5,0,145910
visagam 4 padham,poonarpusham 1 2 3 padham,viruchagam,mithunam,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 4 padham,poonarpusham 4 padham,viruchagam,kadagam,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 4 padham,poosam,viruchagam,kadagam,1,0,0,1,1,1,1,1,1,1,8,1,145678910
visagam 4 padham,ayilyam,viruchagam,kadagam,0,1,0,1,1,1,1,1,1,1,8,1,245678910
visagam 4 padham,magam,viruchagam,simmam,1,1,1,1,1,1,1,1,1,1,10,1,12345678910
visagam 4 padham,pooram,viruchagam,simmam,0,0,0,1,1,1,1,0,1,1,6,1,4567910
visagam 4 padham,uthiram 1 padham,viruchagam,simmam,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 4 padham,uthiram 2 3 4 padham,viruchagam,kanni,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 4 padham,astham,viruchagam,kanni,0,0,1,1,1,1,0,1,1,1,7,1,34568910
visagam 4 padham,chithirai 1 2padham,viruchagam,kanni,1,0,1,1,1,1,0,1,1,1,8,1,134568910
visagam 4 padham,chithirai 3 4 padham,viruchagam,thualam,1,1,0,1,1,1,1,1,1,1,9,1,1245678910
visagam 4 padham,swathi,viruchagam,thualam,1,0,0,1,1,1,1,0,1,1,7,1,14567910
visagam 4 padham,visagam 1 2 3 padham,viruchagam,thualam,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 4 padham,visagam 4 padham,viruchagam,viruchagam,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 4 padham,anusam,viruchagam,viruchagam,1,0,0,0,1,1,1,0,1,1,6,1,1567910
visagam 4 padham,kettai,viruchagam,viruchagam,0,1,0,0,1,1,1,0,1,1,6,1,2567910
visagam 4 padham,moolam,viruchagam,dhanush,1,1,1,0,1,0,1,0,1,1,7,1,12357910
visagam 4 padham,pooradam,viruchagam,dhanush,0,0,0,0,1,0,1,0,1,1,4,0,57910
visagam 4 padham,uthiradam 1 padham,viruchagam,dhanush,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 4 padham,uthiradam 2 3 4 padham,viruchagam,magaram,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 4 padham,thiruvonam,viruchagam,magaram,0,0,1,0,1,0,1,0,1,1,5,0,357910
visagam 4 padham,avitam 1 2 padham,viruchagam,magaram,1,1,0,1,1,0,1,0,1,1,7,1,12457910
visagam 4 padham,avitam 3 4 padam,viruchagam,kumbam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
visagam 4 padham,sathayam,viruchagam,kumbam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
visagam 4 padham,pooratadhi 1 2 3 padham,viruchagam,kumbam,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 4 padham,pooratadhi 4 padham,viruchagam,meenam,0,0,0,0,0,0,0,0,0,0,0,0,b
visagam 4 padham,uthiraithadhi,viruchagam,meenam,1,0,0,1,0,0,1,0,1,1,5,0,147910
visagam 4 padham,revathi,viruchagam,meenam,0,0,0,1,1,0,1,0,1,1,5,0,457910
anusam,aswini,viruchagam,mesam,0,1,0,1,1,0,1,0,1,1,6,1,2457910
anusam,bharani,viruchagam,mesam,0,0,0,0,0,0,0,0,0,0,0,0,b
anusam,karthigai 1 padham,viruchagam,mesam,0,1,0,1,1,0,1,0,1,1,6,1,2457910
anusam,karthigai 2 3 4 padham,viruchagam,rishabam,0,1,0,1,1,1,1,0,1,1,7,1,24567910
anusam,rohini,viruchagam,rishabam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
anusam,mirugasirisham 1 2 padham,viruchagam,rishabam,0,1,1,1,1,1,1,0,1,1,8,1,234567910
anusam,mirugasirisham 3 4 padham,viruchagam,mithunam,0,1,1,1,1,0,0,0,1,1,6,1,2345910
anusam,thiruvadhirai,viruchagam,mithunam,1,1,0,1,0,0,0,0,1,1,5,0,124910
anusam,poonarpusham 1 2 3 padham,viruchagam,mithunam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
anusam,poonarpusham 4 padham,viruchagam,kadagam,1,1,0,1,1,1,1,1,1,1,9,1,1245678910
anusam,poosam,viruchagam,kadagam,0,0,0,0,0,0,0,0,0,0,0,0,b
anusam,ayilyam,viruchagam,kadagam,1,1,0,1,1,1,1,1,1,1,9,1,1245678910
anusam,magam,viruchagam,simmam,0,1,0,1,1,1,1,0,1,1,7,1,24567910
anusam,pooram,viruchagam,simmam,0,0,0,0,0,0,0,0,0,0,0,0,b
anusam,uthiram 1 padham,viruchagam,simmam,0,1,0,1,1,1,1,0,1,1,7,1,24567910
anusam,uthiram 2 3 4 padham,viruchagam,kanni,0,1,0,1,1,1,0,1,1,1,7,1,24568910
anusam,astham,viruchagam,kanni,1,1,0,1,1,1,0,1,1,1,8,1,124568910
anusam,chithirai 1 2padham,viruchagam,kanni,0,1,1,1,1,1,0,1,1,1,8,1,234568910
anusam,chithirai 3 4 padham,viruchagam,thualam,0,1,1,1,1,1,1,0,1,1,8,1,234567910
anusam,swathi,viruchagam,thualam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
anusam,visagam 1 2 3 padham,viruchagam,thualam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
anusam,visagam 4 padham,viruchagam,viruchagam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
anusam,anusam,viruchagam,viruchagam,0,0,0,0,0,0,0,0,0,0,0,0,b
anusam,kettai,viruchagam,viruchagam,1,1,0,0,1,1,1,0,1,1,7,1,12567910
anusam,moolam,viruchagam,dhanush,0,1,0,0,0,0,1,0,1,1,4,0,27910
anusam,pooradam,viruchagam,dhanush,0,0,0,0,0,0,0,0,0,0,0,0,b
anusam,uthiradam 1 padham,viruchagam,dhanush,0,1,0,0,1,0,1,0,1,1,5,0,257910
anusam,uthiradam 2 3 4 padham,viruchagam,magaram,0,1,0,0,1,0,1,0,1,1,5,0,257910
anusam,thiruvonam,viruchagam,magaram,1,1,0,0,1,0,1,0,1,1,6,1,1257910
anusam,avitam 1 2 padham,viruchagam,magaram,0,1,1,0,1,0,1,0,1,1,6,1,2357910
anusam,avitam 3 4 padam,viruchagam,kumbam,0,1,1,0,1,0,1,0,1,1,6,1,2357910
anusam,sathayam,viruchagam,kumbam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
anusam,pooratadhi 1 2 3 padham,viruchagam,kumbam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
anusam,pooratadhi 4 padham,viruchagam,meenam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
anusam,uthiraithadhi,viruchagam,meenam,0,0,0,0,0,0,0,0,0,0,0,0,b
anusam,revathi,viruchagam,meenam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
kettai,aswini,viruchagam,mesam,0,0,0,0,0,0,0,0,0,0,0,0,b
kettai,bharani,viruchagam,mesam,0,0,0,1,1,0,1,0,1,1,5,0,457910
kettai,karthigai 1 padham,viruchagam,mesam,1,1,1,1,1,0,1,0,1,1,8,1,123457910
kettai,karthigai 2 3 4 padham,viruchagam,rishabam,1,1,1,1,1,1,1,0,1,1,9,1,1234567910
kettai,rohini,viruchagam,rishabam,0,0,0,1,1,1,1,0,1,1,6,1,4567910
kettai,mirugasirisham 1 2 padham,viruchagam,rishabam,0,0,0,1,1,1,1,0,1,1,6,1,4567910
kettai,mirugasirisham 3 4 padham,viruchagam,mithunam,0,0,0,1,1,0,0,0,1,1,4,0,45910
kettai,thiruvadhirai,viruchagam,mithunam,0,0,1,1,0,0,0,0,1,1,4,0,34910
kettai,poonarpusham 1 2 3 padham,viruchagam,mithunam,1,0,0,1,1,0,0,0,1,1,5,0,145910
kettai,poonarpusham 4 padham,viruchagam,kadagam,1,0,0,1,1,1,1,1,1,1,8,1,145678910
kettai,poosam,viruchagam,kadagam,1,0,0,1,1,1,1,1,1,1,8,1,145678910
kettai,ayilyam,viruchagam,kadagam,0,0,0,0,0,0,0,0,0,0,0,0,b
kettai,magam,viruchagam,simmam,0,0,0,0,0,0,0,0,0,0,0,0,b
kettai,pooram,viruchagam,simmam,0,0,0,1,1,1,1,0,1,1,6,1,4567910
kettai,uthiram 1 padham,viruchagam,simmam,1,0,1,1,1,1,1,0,1,1,8,1,134567910
kettai,uthiram 2 3 4 padham,viruchagam,kanni,1,0,1,1,1,1,0,1,1,1,8,1,134568910
kettai,astham,viruchagam,kanni,0,0,0,1,1,1,0,1,1,1,6,1,4568910
kettai,chithirai 1 2padham,viruchagam,kanni,1,1,0,1,1,1,0,1,1,1,8,1,124568910
kettai,chithirai 3 4 padham,viruchagam,thualam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
kettai,swathi,viruchagam,thualam,0,0,1,1,1,1,1,0,1,1,7,1,34567910
kettai,visagam 1 2 3 padham,viruchagam,thualam,1,1,0,1,1,1,0,1,1,1,8,1,124568910
kettai,visagam 4 padham,viruchagam,viruchagam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
kettai,anusam,viruchagam,viruchagam,1,0,0,1,1,1,1,0,1,1,7,1,14567910
kettai,kettai,viruchagam,viruchagam,0,0,0,0,0,0,0,0,0,0,0,0,b
kettai,moolam,viruchagam,dhanush,0,0,0,0,0,0,0,0,0,0,0,0,b
kettai,pooradam,viruchagam,dhanush,0,0,0,0,1,0,1,0,1,1,4,0,57910
kettai,uthiradam 1 padham,viruchagam,dhanush,1,0,1,0,1,0,1,0,1,1,6,1,1357910
kettai,uthiradam 2 3 4 padham,viruchagam,magaram,1,0,1,0,1,0,1,0,1,1,6,1,1357910
kettai,thiruvonam,viruchagam,magaram,0,0,0,0,1,0,1,0,1,1,4,0,57910
kettai,avitam 1 2 padham,viruchagam,magaram,1,1,0,0,1,0,1,0,1,1,6,1,1257910
kettai,avitam 3 4 padam,viruchagam,kumbam,1,1,0,0,1,0,1,0,1,1,6,1,1257910
kettai,sathayam,viruchagam,kumbam,0,1,1,0,1,0,1,0,1,1,6,1,2357910
kettai,pooratadhi 1 2 3 padham,viruchagam,kumbam,0,0,0,1,1,0,1,0,1,1,5,0,457910
kettai,pooratadhi 4 padham,viruchagam,meenam,1,0,0,1,1,0,1,0,1,1,6,1,1457910
kettai,uthiraithadhi,viruchagam,meenam,1,0,0,0,1,0,1,0,1,1,5,0,157910
kettai,revathi,viruchagam,meenam,0,0,0,0,0,0,0,0,0,0,0,0,b
moolam,aswini,dhanush,mesam,0,0,0,0,0,0,0,0,0,0,0,0,b
moolam,bharani,dhanush,mesam,1,0,0,1,1,0,1,0,1,1,6,1,1457910
moolam,karthigai 1 padham,dhanush,mesam,0,1,0,1,1,0,1,0,1,1,6,1,2457910
moolam,karthigai 2 3 4 padham,dhanush,rishabam,0,1,0,1,1,0,0,0,1,1,5,0,245910
moolam,rohini,dhanush,rishabam,1,0,1,1,1,0,0,0,1,1,6,1,1345910
moolam,mirugasirisham 1 2 padham,dhanush,rishabam,0,0,0,1,1,0,0,0,1,1,4,0,45910
moolam,mirugasirisham 3 4 padham,dhanush,mithunam,0,0,0,1,1,1,0,0,1,1,5,0,456910
moolam,thiruvadhirai,dhanush,mithunam,1,0,0,1,1,1,0,0,1,1,6,1,1456910
moolam,poonarpusham 1 2 3 padham,dhanush,mithunam,0,0,1,1,0,1,0,0,1,1,5,0,346910
moolam,poonarpusham 4 padham,dhanush,kadagam,0,0,1,1,0,0,1,0,1,1,5,0,347910
moolam,poosam,dhanush,kadagam,1,0,0,1,1,1,1,0,1,1,7,1,14567910
moolam,ayilyam,dhanush,kadagam,0,0,0,0,0,0,0,0,0,0,0,0,b
moolam,magam,dhanush,simmam,0,0,0,0,0,0,0,0,0,0,0,0,b
moolam,pooram,dhanush,simmam,1,0,0,1,1,1,1,0,1,1,7,1,14567910
moolam,uthiram 1 padham,dhanush,simmam,0,0,0,1,1,1,1,0,1,1,6,1,4567910
moolam,uthiram 2 3 4 padham,dhanush,kanni,0,0,0,1,1,1,0,0,1,1,5,0,456910
moolam,astham,dhanush,kanni,1,0,1,1,1,1,1,0,1,1,8,1,134567910
moolam,chithirai 1 2padham,dhanush,kanni,0,1,0,1,1,1,0,0,1,1,6,1,2456910
moolam,chithirai 3 4 padham,dhanush,thualam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
moolam,swathi,dhanush,thualam,1,0,0,1,1,1,0,0,1,1,6,1,1456910
moolam,visagam 1 2 3 padham,dhanush,thualam,0,1,1,1,1,1,0,0,1,1,7,1,23456910
moolam,visagam 4 padham,dhanush,viruchagam,0,1,1,1,1,1,1,0,1,1,8,1,234567910
moolam,anusam,dhanush,viruchagam,1,0,0,1,0,1,1,0,1,1,6,1,1467910
moolam,kettai,dhanush,viruchagam,0,0,0,0,0,0,0,0,0,0,0,0,b
moolam,moolam,dhanush,dhanush,0,0,0,0,0,0,0,0,0,0,0,0,b
moolam,pooradam,dhanush,dhanush,1,0,0,0,1,1,1,0,1,1,6,1,1567910
moolam,uthiradam 1 padham,dhanush,dhanush,0,0,0,0,1,1,1,0,1,1,5,0,567910
moolam,uthiradam 2 3 4 padham,dhanush,magaram,0,0,0,0,1,0,1,0,1,1,4,0,57910
moolam,thiruvonam,dhanush,magaram,1,0,1,0,1,0,1,0,1,1,6,1,1357910
moolam,avitam 1 2 padham,dhanush,magaram,0,1,0,0,1,0,1,0,1,1,5,0,257910
moolam,avitam 3 4 padam,dhanush,kumbam,0,1,0,0,1,0,1,0,1,1,5,0,257910
moolam,sathayam,dhanush,kumbam,1,1,0,0,1,0,1,0,1,1,6,1,1257910
moolam,pooratadhi 1 2 3 padham,dhanush,kumbam,0,0,1,0,1,0,1,0,1,1,5,0,357910
moolam,pooratadhi 4 padham,dhanush,meenam,0,0,1,0,1,0,1,1,1,1,6,1,3578910
moolam,uthiraithadhi,dhanush,meenam,1,0,0,1,1,0,1,1,1,1,7,1,14578910
moolam,revathi,dhanush,meenam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooradam,aswini,dhanush,mesam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
pooradam,bharani,dhanush,mesam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooradam,karthigai 1 padham,dhanush,mesam,1,1,0,1,0,0,1,0,1,1,6,1,1247910
pooradam,karthigai 2 3 4 padham,dhanush,rishabam,1,1,0,1,0,0,0,0,1,1,5,0,124910
pooradam,rohini,dhanush,rishabam,0,1,0,1,1,0,0,0,1,1,5,0,245910
pooradam,mirugasirisham 1 2 padham,dhanush,rishabam,1,1,1,1,1,0,0,0,1,1,7,1,12345910
pooradam,mirugasirisham 3 4 padham,dhanush,mithunam,1,1,1,1,1,1,0,0,1,1,8,1,123456910
pooradam,thiruvadhirai,dhanush,mithunam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
pooradam,poonarpusham 1 2 3 padham,dhanush,mithunam,1,1,0,1,1,1,0,0,1,1,7,1,12456910
pooradam,poonarpusham 4 padham,dhanush,kadagam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
pooradam,poosam,dhanush,kadagam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooradam,ayilyam,dhanush,kadagam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
pooradam,magam,dhanush,simmam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
pooradam,pooram,dhanush,simmam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooradam,uthiram 1 padham,dhanush,simmam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
pooradam,uthiram 2 3 4 padham,dhanush,kanni,1,1,0,1,1,1,0,0,1,1,7,1,12456910
pooradam,astham,dhanush,kanni,0,1,0,1,1,1,0,0,1,1,6,1,2456910
pooradam,chithirai 1 2padham,dhanush,kanni,1,1,1,1,1,1,0,0,1,1,8,1,123456910
pooradam,chithirai 3 4 padham,dhanush,thualam,1,1,1,1,1,1,0,0,1,1,8,1,123456910
pooradam,swathi,dhanush,thualam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
pooradam,visagam 1 2 3 padham,dhanush,thualam,1,1,0,1,1,1,0,0,1,1,7,1,12456910
pooradam,visagam 4 padham,dhanush,viruchagam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
pooradam,anusam,dhanush,viruchagam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooradam,kettai,dhanush,viruchagam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
pooradam,moolam,dhanush,dhanush,1,0,0,0,1,0,1,0,1,1,5,0,157910
pooradam,pooradam,dhanush,dhanush,0,0,0,0,0,0,0,0,0,0,0,0,b
pooradam,uthiradam 1 padham,dhanush,dhanush,1,1,0,0,1,1,1,0,1,1,7,1,12567910
pooradam,uthiradam 2 3 4 padham,dhanush,magaram,1,1,0,0,1,0,1,0,1,1,6,1,1257910
pooradam,thiruvonam,dhanush,magaram,0,1,0,0,1,0,1,0,1,1,5,0,257910
pooradam,avitam 1 2 padham,dhanush,magaram,1,1,1,0,1,0,1,0,1,1,7,1,12357910
pooradam,avitam 3 4 padam,dhanush,kumbam,1,1,1,0,1,0,1,0,1,1,7,1,12357910
pooradam,sathayam,dhanush,kumbam,0,1,0,0,1,0,1,0,1,1,5,0,257910
pooradam,pooratadhi 1 2 3 padham,dhanush,kumbam,1,1,0,0,1,0,1,0,1,1,6,1,1257910
pooradam,pooratadhi 4 padham,dhanush,meenam,1,1,0,0,1,0,1,1,1,1,7,1,12578910
pooradam,uthiraithadhi,dhanush,meenam,0,0,0,0,0,0,0,0,0,0,0,0,b
pooradam,revathi,dhanush,meenam,1,1,0,1,1,0,1,1,1,1,8,1,124578910
uthiradam 1 padham,aswini,dhanush,mesam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
uthiradam 1 padham,bharani,dhanush,mesam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
uthiradam 1 padham,karthigai 1 padham,dhanush,mesam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 1 padham,karthigai 2 3 4 padham,dhanush,rishabam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 1 padham,rohini,dhanush,rishabam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
uthiradam 1 padham,mirugasirisham 1 2 padham,dhanush,rishabam,0,1,0,1,1,0,0,0,1,1,5,0,245910
uthiradam 1 padham,mirugasirisham 3 4 padham,dhanush,mithunam,0,1,0,1,1,1,0,0,1,1,6,1,2456910
uthiradam 1 padham,thiruvadhirai,dhanush,mithunam,1,1,1,1,1,1,0,0,1,1,8,1,123456910
uthiradam 1 padham,poonarpusham 1 2 3 padham,dhanush,mithunam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 1 padham,poonarpusham 4 padham,dhanush,kadagam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 1 padham,poosam,dhanush,kadagam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
uthiradam 1 padham,ayilyam,dhanush,kadagam,0,1,1,1,1,0,1,0,1,1,7,1,23457910
uthiradam 1 padham,magam,dhanush,simmam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiradam 1 padham,pooram,dhanush,simmam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiradam 1 padham,uthiram 1 padham,dhanush,simmam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 1 padham,uthiram 2 3 4 padham,dhanush,kanni,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 1 padham,astham,dhanush,kanni,1,1,0,1,1,1,0,0,1,1,7,1,12456910
uthiradam 1 padham,chithirai 1 2padham,dhanush,kanni,0,1,0,1,0,1,0,0,1,1,5,0,246910
uthiradam 1 padham,chithirai 3 4 padham,dhanush,thualam,0,1,0,1,0,1,0,0,1,1,5,0,246910
uthiradam 1 padham,swathi,dhanush,thualam,1,1,1,1,1,1,0,0,1,1,8,1,123456910
uthiradam 1 padham,visagam 1 2 3 padham,dhanush,thualam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 1 padham,visagam 4 padham,dhanush,viruchagam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 1 padham,anusam,dhanush,viruchagam,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiradam 1 padham,kettai,dhanush,viruchagam,0,1,1,1,1,1,1,0,1,1,8,1,234567910
uthiradam 1 padham,moolam,dhanush,dhanush,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiradam 1 padham,pooradam,dhanush,dhanush,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiradam 1 padham,uthiradam 1 padham,dhanush,dhanush,0,1,1,0,1,1,1,0,0,1,6,1,2356710
uthiradam 1 padham,uthiradam 2 3 4 padham,dhanush,magaram,0,1,1,0,1,1,1,0,0,1,6,1,2356710
uthiradam 1 padham,thiruvonam,dhanush,magaram,1,1,0,0,1,0,1,0,1,1,6,1,1257910
uthiradam 1 padham,avitam 1 2 padham,dhanush,magaram,0,1,0,0,1,0,1,0,1,1,5,0,257910
uthiradam 1 padham,avitam 3 4 padam,dhanush,kumbam,0,1,0,0,1,0,1,0,1,1,5,0,257910
uthiradam 1 padham,sathayam,dhanush,kumbam,1,1,1,0,1,0,1,0,1,1,7,1,12357910
uthiradam 1 padham,pooratadhi 1 2 3 padham,dhanush,kumbam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 1 padham,pooratadhi 4 padham,dhanush,meenam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 1 padham,uthiraithadhi,dhanush,meenam,1,1,0,0,1,0,1,1,1,1,7,1,12578910
uthiradam 1 padham,revathi,dhanush,meenam,0,1,1,0,1,0,1,1,1,1,7,1,23578910
uthiradam 2 3 4 padham,aswini,magaram,mesam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
uthiradam 2 3 4 padham,bharani,magaram,mesam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
uthiradam 2 3 4 padham,karthigai 1 padham,magaram,mesam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 2 3 4 padham,karthigai 2 3 4 padham,magaram,rishabam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 2 3 4 padham,rohini,magaram,rishabam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
uthiradam 2 3 4 padham,mirugasirisham 1 2 padham,magaram,rishabam,0,1,0,1,1,0,1,0,1,1,6,1,2457910
uthiradam 2 3 4 padham,mirugasirisham 3 4 padham,magaram,mithunam,0,1,0,1,1,0,1,0,1,1,6,1,2457910
uthiradam 2 3 4 padham,thiruvadhirai,magaram,mithunam,1,1,1,1,1,0,1,0,1,1,8,1,123457910
uthiradam 2 3 4 padham,poonarpusham 1 2 3 padham,magaram,mithunam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 2 3 4 padham,poonarpusham 4 padham,magaram,kadagam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 2 3 4 padham,poosam,magaram,kadagam,1,1,0,1,1,1,0,0,1,1,7,1,12456910
uthiradam 2 3 4 padham,ayilyam,magaram,kadagam,0,1,1,1,1,1,0,0,1,1,7,1,23456910
uthiradam 2 3 4 padham,magam,magaram,simmam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
uthiradam 2 3 4 padham,pooram,magaram,simmam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
uthiradam 2 3 4 padham,uthiram 1 padham,magaram,simmam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 2 3 4 padham,uthiram 2 3 4 padham,magaram,kanni,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 2 3 4 padham,astham,magaram,kanni,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiradam 2 3 4 padham,chithirai 1 2padham,magaram,kanni,0,1,0,1,0,1,1,0,1,1,6,1,2467910
uthiradam 2 3 4 padham,chithirai 3 4 padham,magaram,thualam,0,1,0,1,0,1,1,0,1,1,6,1,2467910
uthiradam 2 3 4 padham,swathi,magaram,thualam,1,1,1,1,1,1,1,0,1,1,9,1,1234567910
uthiradam 2 3 4 padham,visagam 1 2 3 padham,magaram,thualam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 2 3 4 padham,visagam 4 padham,magaram,viruchagam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 2 3 4 padham,anusam,magaram,viruchagam,1,1,0,1,1,1,0,0,1,1,7,1,12456910
uthiradam 2 3 4 padham,kettai,magaram,viruchagam,0,1,1,1,1,1,0,0,1,1,7,1,23456910
uthiradam 2 3 4 padham,moolam,magaram,dhanush,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiradam 2 3 4 padham,pooradam,magaram,dhanush,1,1,0,1,1,1,1,0,1,1,8,1,124567910
uthiradam 2 3 4 padham,uthiradam 1 padham,magaram,dhanush,0,1,1,0,1,1,1,0,0,1,6,1,2356710
uthiradam 2 3 4 padham,uthiradam 2 3 4 padham,magaram,magaram,0,1,1,0,1,1,1,0,0,1,6,1,2356710
uthiradam 2 3 4 padham,thiruvonam,magaram,magaram,1,1,0,0,1,1,1,0,1,1,7,1,12567910
uthiradam 2 3 4 padham,avitam 1 2 padham,magaram,magaram,0,1,0,0,1,1,1,0,1,1,6,1,2567910
uthiradam 2 3 4 padham,avitam 3 4 padam,magaram,kumbam,0,1,0,0,1,0,1,1,1,1,6,1,2578910
uthiradam 2 3 4 padham,sathayam,magaram,kumbam,1,1,1,0,1,0,1,1,1,1,8,1,123578910
uthiradam 2 3 4 padham,pooratadhi 1 2 3 padham,magaram,kumbam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 2 3 4 padham,pooratadhi 4 padham,magaram,meenam,0,0,0,0,0,0,0,0,0,0,0,0,b
uthiradam 2 3 4 padham,uthiraithadhi,magaram,meenam,1,1,0,0,1,0,1,0,1,1,6,1,1257910
uthiradam 2 3 4 padham,revathi,magaram,meenam,0,1,1,0,1,0,1,0,1,1,6,1,2357910
thiruvonam,aswini,magaram,mesam,0,1,1,0,1,0,0,0,1,1,5,0,235910
thiruvonam,bharani,magaram,mesam,1,1,0,1,1,0,0,0,1,1,6,1,1245910
thiruvonam,karthigai 1 padham,magaram,mesam,1,1,0,1,0,0,0,0,1,1,5,0,124910
thiruvonam,karthigai 2 3 4 padham,magaram,rishabam,1,1,0,1,0,0,1,0,1,1,6,1,1247910
thiruvonam,rohini,magaram,rishabam,0,0,0,0,0,0,0,0,0,0,0,0,b
thiruvonam,mirugasirisham 1 2 padham,magaram,rishabam,1,1,0,1,1,0,1,0,1,1,7,1,12457910
thiruvonam,mirugasirisham 3 4 padham,magaram,mithunam,1,1,0,1,1,1,0,0,1,1,7,1,12456910
